img_path,seq
data\NER_data\twitter2017_images\17_06_13687.jpg,a view of a city at night from across the water
data\NER_data\twitter2017_images\17_06_13702.jpg,a man pointing at something while standing in front of a crowd
data\NER_data\twitter2017_images\17_06_13711.jpg,an image of a basketball player in the middle of a game
data\NER_data\twitter2017_images\17_06_13738.jpg,"[""a person drinking tea with a caption that reads, but that's none of my business""]"
data\NER_data\twitter2017_images\17_06_13746.jpg,a teddy bear sitting next to a bag of chips
data\NER_data\twitter2017_images\17_06_13755.jpg,a man sitting in a chair reading a book
data\NER_data\twitter2017_images\17_06_13817.jpg,a couple of women standing next to each other
data\NER_data\twitter2017_images\17_06_13819.jpg,a group of people sitting around a table
data\NER_data\twitter2017_images\17_06_13823.jpg,a man with a green boxing glove in a gym
data\NER_data\twitter2017_images\17_06_13824.jpg,a man standing on a stage wearing a hoodie
data\NER_data\twitter2017_images\17_06_13837.jpg,a boy and a girl standing in front of a brick wall holding a soccer ball
data\NER_data\twitter2017_images\17_06_13843.jpg,a river surrounded by trees with the words vegan camping
data\NER_data\twitter2017_images\17_06_13849.jpg,a group of people standing on top of a stage
data\NER_data\twitter2017_images\17_06_1385.jpg,a man in a suit and tie giving a speech
data\NER_data\twitter2017_images\17_06_13856.jpg,the logo of the football club
data\NER_data\twitter2017_images\17_06_13887.jpg,a person holding up a poster for a festival
data\NER_data\twitter2017_images\17_06_13892.jpg,a collage of photos of a basketball court and a building
data\NER_data\twitter2017_images\17_06_13936.jpg,a woman standing in front of a giant love sign
data\NER_data\twitter2017_images\17_06_13938.jpg,a woman holding two small children at a baseball game
data\NER_data\twitter2017_images\17_06_13949.jpg,a group of people standing next to each other
data\NER_data\twitter2017_images\17_06_13956.jpg,a group of men standing on top of a basketball court
data\NER_data\twitter2017_images\17_06_13973.jpg,a man in a white shirt and a microphone
data\NER_data\twitter2017_images\17_06_13975.jpg,a picture of a lit up flower in the middle of a field
data\NER_data\twitter2017_images\17_06_13987.jpg,a young boy wearing a blue and yellow jersey
data\NER_data\twitter2017_images\17_06_13992.jpg,a group of young men playing a game of soccer
data\NER_data\twitter2017_images\17_06_13995.jpg,a man sitting on top of a throne in a movie poster
data\NER_data\twitter2017_images\17_06_14014.jpg,a girl in a white uniform holding a basketball
data\NER_data\twitter2017_images\17_06_14040.jpg,a crowd of people holding signs and flags
data\NER_data\twitter2017_images\17_06_14042.jpg,a group of people standing on top of a stage
data\NER_data\twitter2017_images\17_06_14047.jpg,a dog wearing a collar reading a book
data\NER_data\twitter2017_images\17_06_14052.jpg,a man in a white suit is on stage
data\NER_data\twitter2017_images\17_06_14053.jpg,a couple of people that are standing in front of a building
data\NER_data\twitter2017_images\17_06_14099.jpg,a group of men playing a game of frisbee on a field
data\NER_data\twitter2017_images\17_06_14109.jpg,a group of people standing on top of a stage
data\NER_data\twitter2017_images\17_06_14115.jpg,a man standing next to a table with a shirt on it
data\NER_data\twitter2017_images\17_06_14144.jpg,a group of men playing a game of basketball
data\NER_data\twitter2017_images\17_06_1415.jpg,a young boy eating a piece of cake on a blue plate
data\NER_data\twitter2017_images\17_06_14170.jpg,a group of people sitting next to each other
data\NER_data\twitter2017_images\17_06_14198.jpg,a man singing into a microphone while holding a guitar
data\NER_data\twitter2017_images\17_06_14237.jpg,a group of people standing on the side of a road
data\NER_data\twitter2017_images\17_06_14267.jpg,a large number of lanterns floating in the air
data\NER_data\twitter2017_images\17_06_14286.jpg,a man holding a guitar and singing into a microphone
data\NER_data\twitter2017_images\17_06_14295.jpg,a young man wearing a pair of ear buds
data\NER_data\twitter2017_images\17_06_14300.jpg,a man with a pair of ear buds on his ears
data\NER_data\twitter2017_images\17_06_14319.jpg,a group of men playing a game of basketball
data\NER_data\twitter2017_images\17_06_14336.jpg,a picture of a baseball player with a smile on his face
data\NER_data\twitter2017_images\17_06_14360.jpg,a black and white photo of a person with a camera
data\NER_data\twitter2017_images\17_06_14379.jpg,a baseball card with a baseball player holding a bat
data\NER_data\twitter2017_images\17_06_14382.jpg,a group of people in graduation caps and gowns
data\NER_data\twitter2017_images\17_06_14389.jpg,a man in a football uniform holding a football
data\NER_data\twitter2017_images\17_06_144.jpg,a group of people standing next to each other
data\NER_data\twitter2017_images\17_06_14410.jpg,a man wearing a football helmet sitting in front of a rack of helmets
data\NER_data\twitter2017_images\17_06_14426.jpg,a woman in a black dress standing in front of a crowd
data\NER_data\twitter2017_images\17_06_14455.jpg,a crowd of people watching a baseball game
data\NER_data\twitter2017_images\17_06_14460.jpg,a new era hat with the dodgers logo on it
data\NER_data\twitter2017_images\17_06_14475.jpg,a group of young men standing next to each other on a soccer field
data\NER_data\twitter2017_images\17_06_14481.jpg,a crowd of people standing in front of a stage
data\NER_data\twitter2017_images\17_06_14493.jpg,a woman wearing glasses and a black leather jacket
data\NER_data\twitter2017_images\17_06_14501.jpg,two women sitting on a blanket in front of a crowd of people
data\NER_data\twitter2017_images\17_06_14514.jpg,a baseball player holding a bat on top of a field
data\NER_data\twitter2017_images\17_06_1452.jpg,a brochure with photos of basketball players
data\NER_data\twitter2017_images\17_06_14532.jpg,a man in a black jacket holding a bottle of water
data\NER_data\twitter2017_images\17_06_14541.jpg,a close up of a soccer player wearing a blue uniform
data\NER_data\twitter2017_images\17_06_14543.jpg,a couple of men standing next to each other on a field
data\NER_data\twitter2017_images\17_06_14559.jpg,a group of people sitting next to each other
data\NER_data\twitter2017_images\17_06_14566.jpg,a group of men standing next to each other
data\NER_data\twitter2017_images\17_06_14576.jpg,a web page for a catholic church
data\NER_data\twitter2017_images\17_06_14580.jpg,a man with a glove on his head
data\NER_data\twitter2017_images\17_06_14590.jpg,a man in a black suit singing into a microphone
data\NER_data\twitter2017_images\17_06_14619.jpg,a group of people that are on a stage
data\NER_data\twitter2017_images\17_06_14632.jpg,a road closed sign sitting on the side of a road
data\NER_data\twitter2017_images\17_06_14634.jpg,a woman in a pink dress singing into a microphone
data\NER_data\twitter2017_images\17_06_14664.jpg,a pink poster with the words one love manchester on it
data\NER_data\twitter2017_images\17_06_14665.jpg,a baseball field with a large scoreboard in the middle of it
data\NER_data\twitter2017_images\17_06_14694.jpg,a couple of men standing next to each other on a baseball field
data\NER_data\twitter2017_images\17_06_14698.jpg,a man holding a baseball bat on top of a field
data\NER_data\twitter2017_images\17_06_14708.jpg,a woman with a surprised look on her face
data\NER_data\twitter2017_images\17_06_14714.jpg,a hockey player standing in front of a goalie
data\NER_data\twitter2017_images\17_06_14722.jpg,a baseball player holding a bat on top of a field
data\NER_data\twitter2017_images\17_06_14751.jpg,a group of men standing on top of a basketball court
data\NER_data\twitter2017_images\17_06_14768.jpg,a white plate topped with two tacos covered in toppings
data\NER_data\twitter2017_images\17_06_14769.jpg,a group of young women standing next to each other on a soccer field
data\NER_data\twitter2017_images\17_06_14796.jpg,a soccer ball with a nike logo on it
data\NER_data\twitter2017_images\17_06_14799.jpg,a logo of a bulldog with baseball bats
data\NER_data\twitter2017_images\17_06_14808.jpg,a large stage set up for a concert
data\NER_data\twitter2017_images\17_06_14820.jpg,a woman in a black dress singing into a microphone
data\NER_data\twitter2017_images\17_06_14838.jpg,a rainbow colored flag on a pole in front of a building
data\NER_data\twitter2017_images\17_06_14861.jpg,two men are playing soccer on a field
data\NER_data\twitter2017_images\17_06_14880.jpg,three different men in blue shirts and hats
data\NER_data\twitter2017_images\17_06_1489.jpg,a group of men standing next to each other on a field
data\NER_data\twitter2017_images\17_06_14903.jpg,a shirtless man dunking a basketball into a hoop
data\NER_data\twitter2017_images\17_06_14906.jpg,a collage of photos of a boy holding a goat
data\NER_data\twitter2017_images\17_06_14909.jpg,a couple of men playing a game of basketball
data\NER_data\twitter2017_images\17_06_14934.jpg,a man and a woman are playing with a ball
data\NER_data\twitter2017_images\17_06_14949.jpg,a couple of people sitting at a table
data\NER_data\twitter2017_images\17_06_14951.jpg,a group of young men standing on top of a basketball court
data\NER_data\twitter2017_images\17_06_14969.jpg,a black and white dog laying on a red couch
data\NER_data\twitter2017_images\17_06_14982.jpg,a baseball game in progress with the batter up to plate
data\NER_data\twitter2017_images\17_06_15067.jpg,a man standing in front of a wall wearing a nike shirt
data\NER_data\twitter2017_images\17_06_15076.jpg,a group of people watching a presentation on a projector screen
data\NER_data\twitter2017_images\17_06_15109.jpg,a large green building with a parking lot in front of it
data\NER_data\twitter2017_images\17_06_15115.jpg,a bar chart showing the number of players in the league
data\NER_data\twitter2017_images\17_06_15117.jpg,a football player holding a football on a field
data\NER_data\twitter2017_images\17_06_15155.jpg,a man standing on top of a basketball court
data\NER_data\twitter2017_images\17_06_15157.jpg,a shirtless man in a blue boxer shorts
data\NER_data\twitter2017_images\17_06_15160.jpg,a man standing on a stage in front of a group of people
data\NER_data\twitter2017_images\17_06_15202.jpg,a man kicking a soccer ball on a field
data\NER_data\twitter2017_images\17_06_15208.jpg,a black and pink poster with the words one love manchester
data\NER_data\twitter2017_images\17_06_15252.jpg,a blue manchester city t - shirt is on sale for $ 28 00
data\NER_data\twitter2017_images\17_06_15269.jpg,a group of men standing around a table with headphones on
data\NER_data\twitter2017_images\17_06_15295.jpg,a group of men standing on top of a basketball court
data\NER_data\twitter2017_images\17_06_15296.jpg,a baseball player throwing a baseball on a field
data\NER_data\twitter2017_images\17_06_15303.jpg,a group of young boys playing a game of soccer
data\NER_data\twitter2017_images\17_06_15327.jpg,a screenshot of a text message on a cell phone
data\NER_data\twitter2017_images\17_06_15329.jpg,a woman with a rose in a jar tattoo on her arm
data\NER_data\twitter2017_images\17_06_15332.jpg,a group of logos with the words watch premier league football highlights
data\NER_data\twitter2017_images\17_06_15339.jpg,a large swimming pool surrounded by palm trees
data\NER_data\twitter2017_images\17_06_15342.jpg,a basketball player is standing in front of a scoreboard
data\NER_data\twitter2017_images\17_06_15370.jpg,a girl wearing a pink hat and a pink shirt
data\NER_data\twitter2017_images\17_06_15372.jpg,the bbc sport logo on a yellow background
data\NER_data\twitter2017_images\17_06_15378.jpg,an empty building with a lot of windows
data\NER_data\twitter2017_images\17_06_15397.jpg,["a dark background with the word'dabblebet '"]
