img_path,seq
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_67.jpg,a woman with a watch on her wrist
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_78.jpg,a man and a young boy standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_80.jpg,a group of people standing in a room
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_87.jpg,a large yellow tractor parked in front of a silo
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_98.jpg,a man in a swimming cap holding a water bottle
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_10.jpg,a couple of people walking down a street
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_101.jpg,a couple of people that are standing on a red carpet
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_108.jpg,a man and a woman standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_11.jpg,a computer screen with the text test if a site is blocked in iran
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_111.jpg,a man standing on top of a stage holding a microphone
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_113.jpg,a person on a snowboard in the air
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_117.jpg,a room with a bunch of sculptures on the wall
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_125.jpg,a man sitting at a table with a plate of food
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_13.jpg,a black and white photo of a person raising their hand
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_137.jpg,a woman taking a selfie in a bathroom mirror
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_143.jpg,a woman with long red hair wearing a red top
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_15.jpg,a woman standing in front of a door with a stuffed animal
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_167.jpg,a group of people that are on a stage
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_184.jpg,a woman walking down a street next to another woman
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_197.jpg,a man standing on top of a soccer field
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_2.jpg,a green street sign with an arrow pointing to the left
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_209.jpg,a couple of men sitting on top of a set of stairs
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_211.jpg,a group of people standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_221.jpg,"two different soccer players, one with his mouth open and the other with his mouth open"
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_228.jpg,a man in a suit standing next to a man in a yellow shirt
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_230.jpg,a split photo of president donald and vice biden
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_31.jpg,a bunch of remotes that are sitting on a table
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_36.jpg,a painting of people standing on the shore of a river
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_4.jpg,a model of a fighter jet on display in front of a building
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_40.jpg,a close up of a person wearing a bow tie
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_44.jpg,the interior of a car with a view of mountains
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_47.jpg,a man in a suit shaking hands with a group of people
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_52.jpg,a tweet from piers morgan on twitter
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_56.jpg,a close up of the side of an airplane
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_6.jpg,a man wearing headphones sitting in front of a microphone
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_65.jpg,a map of the metro system of amsterdam
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_68.jpg,a blonde wig sitting on top of a yellow table
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_71.jpg,a group of people walking down a street
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_72.jpg,a young man wearing a baseball cap and looking at the camera
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_73.jpg,a close up of a person with a short haircut
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_74.jpg,a blurry image of a man holding a cell phone
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_90.jpg,a man sitting in a car talking on a cell phone
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_94.jpg,a group of people standing on top of a beach next to a boat
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_97.jpg,two women holding up plates with drawings on them
data\RE_data\img_org\train\twitter_stream_2018_07_23_4_0_2_98.jpg,a chart showing how fast usn bolt is
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_10.jpg,a close up of a car dashboard with a steering wheel
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_101.jpg,a man wearing a baseball cap and sunglasses
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_102.jpg,a group of people sitting on top of a couch
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_107.jpg,a group of young men standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_109.jpg,a dog laying on its back next to a stuffed animal
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_11.jpg,a group of people standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_122.jpg,a man in a suit and tie with a quote on it
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_133.jpg,a group of people standing around an airplane
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_136.jpg,a couple of women standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_14.jpg,a cartoon character sitting behind a counter in a fast food restaurant
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_144.jpg,a black and white photo of a cat
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_148.jpg,a man and a woman standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_154.jpg,a poster for a tournament with a lot of people
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_155.jpg,the tweets are being used to describe donald trump
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_2.jpg,a man sitting at a table talking on a cell phone
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_24.jpg,a man shaking another man's hand with a trophy
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_28.jpg,a painting of a group of people on horses
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_30.jpg,a black wall with a red rl logo on it
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_50.jpg,a group of people on a field playing soccer
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_52.jpg,a single red rose in the rain
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_55.jpg,two men standing next to each other in a boxing ring
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_57.jpg,a screenshot of a cell phone with two hearts on it
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_58.jpg,a group of men standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_60.jpg,a crowd of people standing around each other in front of a building
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_61.jpg,a blue and white logo with the words breaking news
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_67.jpg,two men standing next to each other holding flowers
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_68.jpg,a book with a cartoon character on it
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_70.jpg,a display of harry potter totes hanging on a wall
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_79.jpg,a kitchen counter topped with lots of vegetables
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_8.jpg,a blue and white logo with the words breaking news
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_80.jpg,a man in a suit and tie smiling at the camera
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_81.jpg,a blue dome with a gold top on a building
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_85.jpg,a woman with long blonde hair wearing a white shirt
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_93.jpg,a white and green house with a blue roof
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_98.jpg,a group of people standing on top of a grass covered field
data\RE_data\img_org\train\twitter_stream_2018_07_23_5_0_2_99.jpg,a poster for a soccer match with the names of the teams
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_100.jpg,a woman laying on top of a car holding an american flag
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_102.jpg,a group of young men playing a game of soccer
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_106.jpg,a couple of men standing next to each other on a basketball court
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_112.jpg,a tweet from donald trump on twitter
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_116.jpg,a black and white electronic guitar pedal
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_119.jpg,a poster of a man standing in front of a crowd
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_123.jpg,a statue of a man sitting in a chair
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_124.jpg,a man sitting on a couch pointing at something
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_128.jpg,a pop vinyl figure in a white box
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_131.jpg,a man with a beard and a striped shirt
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_134.jpg,two men in suits and ties are on fox news
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_135.jpg,a man sitting on a boat with a quote on it
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_136.jpg,a man standing on a stage holding a microphone
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_139.jpg,a person holding a small micro device in their hand
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_144.jpg,a man in a suit and tie making a speech
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_15.jpg,a man taking a picture of another man holding a surfboard
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_151.jpg,a group of women standing next to each other in front of a sign
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_158.jpg,a blurry photo of a man with long hair
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_169.jpg,a woman in a leather jacket posing for a picture
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_17.jpg,a young boy standing in front of a poster
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_185.jpg,a painting of a man holding a yellow object
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_188.jpg,a couple of young men standing next to each other near a swimming pool
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_189.jpg,a bunch of pixel art of people in different poses
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_192.jpg,two men standing next to each other holding flowers
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_196.jpg,a group of people standing on the side of a road
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_20.jpg,a man with a beard is looking at the camera
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_200.jpg,a man holding a scarf in front of a stadium
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_215.jpg,a man in a blue jacket walking through a room
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_218.jpg,a cobblestone street lined with shops and buildings
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_22.jpg,a close up of two men in suits and ties
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_223.jpg,a poster with instructions on how to dress for a wedding
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_226.jpg,"a man standing in a room with a caption that reads, i'd like to test that theory"
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_229.jpg,a man with a white shirt and a black tie
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_232.jpg,a woman standing in front of a window wearing a white jumpsuit
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_24.jpg,a baby born in chick - fil - a bathroom gets hooked up for life
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_25.jpg,a man sitting at a keyboard in front of a window
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_28.jpg,a flyer for a concert featuring jack o'rourke
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_35.jpg,a man standing at a podium giving a speech
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_49.jpg,a woman in a kimono walking down a dark alley
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_53.jpg,a man in a suit is sitting down
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_58.jpg,a group of people sitting at a table with signs in front of them
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_70.jpg,a man with a guitar standing in front of a microphone
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_71.jpg,a screenshot of a gun in a video game
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_77.jpg,two young men standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_89.jpg,a man and a woman sitting on the grass eating hot dogs
data\RE_data\img_org\train\twitter_stream_2018_07_23_6_0_2_96.jpg,a collage of photos and text on a cell phone
data\RE_data\img_org\train\twitter_stream_2018_07_23_7_0_2_104.jpg,a woman in a star wars costume standing in front of a group of people
data\RE_data\img_org\train\twitter_stream_2018_07_23_7_0_2_109.jpg,a packet of nestea lemon bread
data\RE_data\img_org\train\twitter_stream_2018_07_23_7_0_2_117.jpg,a man in a suit and tie wearing glasses
data\RE_data\img_org\train\twitter_stream_2018_07_23_7_0_2_120.jpg,a close up of a person sitting in a chair
data\RE_data\img_org\train\twitter_stream_2018_07_23_7_0_2_128.jpg,a man and a woman are in the water
data\RE_data\img_org\train\twitter_stream_2018_07_23_7_0_2_129.jpg,a large crowd of people at night with lights on
data\RE_data\img_org\train\twitter_stream_2018_07_23_7_0_2_131.jpg,a magazine cover with a woman holding a rifle
data\RE_data\img_org\train\twitter_stream_2018_07_23_7_0_2_135.jpg,a poster of the route of all evil
data\RE_data\img_org\train\twitter_stream_2018_07_23_7_0_2_136.jpg,a woman in a gold dress posing for a picture
